PassengerId,Pclass,SibSp,Parch,Ticket,Fare,Cabin,Embarked
684,3,5,2,CA 2144,46.9,,S
685,2,1,1,29750,39.0,,S
686,2,1,2,SC/Paris 2123,41.5792,,C
687,3,4,1,3101295,39.6875,,S
688,3,0,0,349228,10.1708,,S
689,3,0,0,350036,7.7958,,S
690,1,0,1,24160,211.3375,B5,S
691,1,1,0,17474,57.0,B20,S
692,3,0,1,349256,13.4167,,C
693,3,0,0,1601,56.4958,,S
694,3,0,0,2672,7.225,,C
695,1,0,0,113800,26.55,,S
696,2,0,0,248731,13.5,,S
697,3,0,0,363592,8.05,,S
698,3,0,0,35852,7.7333,,Q
699,1,1,1,17421,110.8833,C68,C
700,3,0,0,348121,7.65,F G63,S
701,1,1,0,PC 17757,227.525,C62 C64,C
702,1,0,0,PC 17475,26.2875,E24,S
703,3,0,1,2691,14.4542,,C
704,3,0,0,36864,7.7417,,Q
705,3,1,0,350025,7.8542,,S
706,2,0,0,250655,26.0,,S
707,2,0,0,223596,13.5,,S
708,1,0,0,PC 17476,26.2875,E24,S
709,1,0,0,113781,151.55,,S
710,3,1,1,2661,15.2458,,C
711,1,0,0,PC 17482,49.5042,C90,C
712,1,0,0,113028,26.55,C124,S
713,1,1,0,19996,52.0,C126,S
714,3,0,0,7545,9.4833,,S
715,2,0,0,250647,13.0,,S
716,3,0,0,348124,7.65,F G73,S
717,1,0,0,PC 17757,227.525,C45,C
718,2,0,0,34218,10.5,E101,S
719,3,0,0,36568,15.5,,Q
720,3,0,0,347062,7.775,,S
721,2,0,1,248727,33.0,,S
722,3,1,0,350048,7.0542,,S
723,2,0,0,12233,13.0,,S
724,2,0,0,250643,13.0,,S
725,1,1,0,113806,53.1,E8,S
726,3,0,0,315094,8.6625,,S
727,2,3,0,31027,21.0,,S
728,3,0,0,36866,7.7375,,Q
729,2,1,0,236853,26.0,,S
730,3,1,0,STON/O2. 3101271,7.925,,S
731,1,0,0,24160,211.3375,B5,S
732,3,0,0,2699,18.7875,,C
733,2,0,0,239855,0.0,,S
734,2,0,0,28425,13.0,,S
735,2,0,0,233639,13.0,,S
736,3,0,0,54636,16.1,,S
737,3,1,3,W./C. 6608,34.375,,S
738,1,0,0,PC 17755,512.3292,B101,C
739,3,0,0,349201,7.8958,,S
740,3,0,0,349218,7.8958,,S
741,1,0,0,16988,30.0,D45,S
742,1,1,0,19877,78.85,C46,S
743,1,2,2,PC 17608,262.375,B57 B59 B63 B66,C
744,3,1,0,376566,16.1,,S
745,3,0,0,STON/O 2. 3101288,7.925,,S
746,1,1,1,WE/P 5735,71.0,B22,S
747,3,1,1,C.A. 2673,20.25,,S
748,2,0,0,250648,13.0,,S
749,1,1,0,113773,53.1,D30,S
750,3,0,0,335097,7.75,,Q
751,2,1,1,29103,23.0,,S
752,3,0,1,392096,12.475,E121,S
753,3,0,0,345780,9.5,,S
754,3,0,0,349204,7.8958,,S
755,2,1,2,220845,65.0,,S
756,2,1,1,250649,14.5,,S
757,3,0,0,350042,7.7958,,S
758,2,0,0,29108,11.5,,S
759,3,0,0,363294,8.05,,S
760,1,0,0,110152,86.5,B77,S
761,3,0,0,358585,14.5,,S
762,3,0,0,SOTON/O2 3101272,7.125,,S
763,3,0,0,2663,7.2292,,C
764,1,1,2,113760,120.0,B96 B98,S
765,3,0,0,347074,7.775,,S
766,1,1,0,13502,77.9583,D11,S
767,1,0,0,112379,39.6,,C
768,3,0,0,364850,7.75,,Q
769,3,1,0,371110,24.15,,Q
770,3,0,0,8471,8.3625,,S
771,3,0,0,345781,9.5,,S
772,3,0,0,350047,7.8542,,S
773,2,0,0,S.O./P.P. 3,10.5,E77,S
774,3,0,0,2674,7.225,,C
775,2,1,3,29105,23.0,,S
776,3,0,0,347078,7.75,,S
777,3,0,0,383121,7.75,F38,Q
778,3,0,0,364516,12.475,,S
779,3,0,0,36865,7.7375,,Q
780,1,0,1,24160,211.3375,B3,S
781,3,0,0,2687,7.2292,,C
782,1,1,0,17474,57.0,B20,S
783,1,0,0,113501,30.0,D6,S
784,3,1,2,W./C. 6607,23.45,,S
785,3,0,0,SOTON/O.Q. 3101312,7.05,,S
786,3,0,0,374887,7.25,,S
787,3,0,0,3101265,7.4958,,S
788,3,4,1,382652,29.125,,Q
789,3,1,2,C.A. 2315,20.575,,S
790,1,0,0,PC 17593,79.2,B82 B84,C
791,3,0,0,12460,7.75,,Q
792,2,0,0,239865,26.0,,S
793,3,8,2,CA. 2343,69.55,,S
794,1,0,0,PC 17600,30.6958,,C
795,3,0,0,349203,7.8958,,S
796,2,0,0,28213,13.0,,S
797,1,0,0,17465,25.9292,D17,S
798,3,0,0,349244,8.6833,,S
799,3,0,0,2685,7.2292,,C
800,3,1,1,345773,24.15,,S
801,2,0,0,250647,13.0,,S
802,2,1,1,C.A. 31921,26.25,,S
803,1,1,2,113760,120.0,B96 B98,S
804,3,0,1,2625,8.5167,,C
805,3,0,0,347089,6.975,,S
806,3,0,0,347063,7.775,,S
807,1,0,0,112050,0.0,A36,S
808,3,0,0,347087,7.775,,S
809,2,0,0,248723,13.0,,S
810,1,1,0,113806,53.1,E8,S
811,3,0,0,3474,7.8875,,S
812,3,0,0,A/4 48871,24.15,,S
813,2,0,0,28206,10.5,,S
814,3,4,2,347082,31.275,,S
815,3,0,0,364499,8.05,,S
816,1,0,0,112058,0.0,B102,S
817,3,0,0,STON/O2. 3101290,7.925,,S
818,2,1,1,S.C./PARIS 2079,37.0042,,C
819,3,0,0,C 7075,6.45,,S
820,3,3,2,347088,27.9,,S
821,1,1,1,12749,93.5,B69,S
822,3,0,0,315098,8.6625,,S
823,1,0,0,19972,0.0,,S
824,3,0,1,392096,12.475,E121,S
825,3,4,1,3101295,39.6875,,S
826,3,0,0,368323,6.95,,Q
827,3,0,0,1601,56.4958,,S
828,2,0,2,S.C./PARIS 2079,37.0042,,C
829,3,0,0,367228,7.75,,Q
830,1,0,0,113572,80.0,B28,
831,3,1,0,2659,14.4542,,C
832,2,1,1,29106,18.75,,S
833,3,0,0,2671,7.2292,,C
834,3,0,0,347468,7.8542,,S
835,3,0,0,2223,8.3,,S
836,1,1,1,PC 17756,83.1583,E49,C
837,3,0,0,315097,8.6625,,S
838,3,0,0,392092,8.05,,S
839,3,0,0,1601,56.4958,,S
840,1,0,0,11774,29.7,C47,C
841,3,0,0,SOTON/O2 3101287,7.925,,S
842,2,0,0,S.O./P.P. 3,10.5,,S
843,1,0,0,113798,31.0,,C
844,3,0,0,2683,6.4375,,C
845,3,0,0,315090,8.6625,,S
846,3,0,0,C.A. 5547,7.55,,S
847,3,8,2,CA. 2343,69.55,,S
848,3,0,0,349213,7.8958,,C
849,2,0,1,248727,33.0,,S
850,1,1,0,17453,89.1042,C92,C
851,3,4,2,347082,31.275,,S
852,3,0,0,347060,7.775,,S
853,3,1,1,2678,15.2458,,C
854,1,0,1,PC 17592,39.4,D28,S
855,2,1,0,244252,26.0,,S
856,3,0,1,392091,9.35,,S
857,1,1,1,36928,164.8667,,S
858,1,0,0,113055,26.55,E17,S
859,3,0,3,2666,19.2583,,C
860,3,0,0,2629,7.2292,,C
861,3,2,0,350026,14.1083,,S
862,2,1,0,28134,11.5,,S
863,1,0,0,17466,25.9292,D17,S
864,3,8,2,CA. 2343,69.55,,S
865,2,0,0,233866,13.0,,S
866,2,0,0,236852,13.0,,S
867,2,1,0,SC/PARIS 2149,13.8583,,C
868,1,0,0,PC 17590,50.4958,A24,S
869,3,0,0,345777,9.5,,S
870,3,1,1,347742,11.1333,,S
871,3,0,0,349248,7.8958,,S
872,1,1,1,11751,52.5542,D35,S
873,1,0,0,695,5.0,B51 B53 B55,S
874,3,0,0,345765,9.0,,S
875,2,1,0,P/PP 3381,24.0,,C
876,3,0,0,2667,7.225,,C
877,3,0,0,7534,9.8458,,S
878,3,0,0,349212,7.8958,,S
879,3,0,0,349217,7.8958,,S
880,1,0,1,11767,83.1583,C50,C
881,2,0,1,230433,26.0,,S
882,3,0,0,349257,7.8958,,S
883,3,0,0,7552,10.5167,,S
884,2,0,0,C.A./SOTON 34068,10.5,,S
885,3,0,0,SOTON/OQ 392076,7.05,,S
886,3,0,5,382652,29.125,,Q
887,2,0,0,211536,13.0,,S
888,1,0,0,112053,30.0,B42,S
889,3,1,2,W./C. 6607,23.45,,S
890,1,0,0,111369,30.0,C148,C
891,3,0,0,370376,7.75,,Q
